4,1,Express yourself - 35C3 CTF,,
4,2,This year I attended 35C3 conference so I didn't have time to actually participate in the CTF with my team 5BC,,
4,3,"After the CTF was over, my colleague challenged me to solve the express-yourself challenge which apparently no one solved during the event",,
4,4,I like source code auditing so I accepted the challenge.,,
4,5,(Beware - A lot of php code coming up...),,
4,6,I heard nowadays the cool kids like Donald J,,
4,7,Trump use ExpressionEngine to express themselves on the Internet,,
4,8,"After all, the ""Best CMS"" is just about good enough for the bestest presidents.",,
4,9,"This morning I set up a default install and gave it a try, do you like it?",,
4,10,PSA: dont dirbuster it..,,
4,11,you won't find anything,,
4,12,Info: Here are a few deployment details: https://35c3ctf.ccc.ac/uploads/express_yourself_deployment_details.txt in case you got confused why the system directory might be missing.,I,
4,13,Hint: flag is in db,I,
4,14,"Hint2: challenge was probably a bit miscategorized in the ""web"" category, it belongs into the zajebiste category",I,
4,15,"There are no hidden files or anything, see the deployment script",A/i,14
4,16,you can set up the same environment locally and pwn it,A,15
4,17,"no need to bruteforce anything, good luck",A,16
4,18,"So basically the task was to install ExpressEngine using the deployment script (Which ""hardens"" the setup), audit the source code, find vulnerabilities in the default setup to get the flag.",I,
4,19,"Before digging into the source code, I like to blackbox test the system",A,
4,20,I usually open Burpsuite and navigate through the pages/features of the system,A,19
4,21,"That way, I get the feeling of how large the initial attack surface is",A,20
4,22,In that stage/audit stage I take small notes of vulnerabilty classes/vectors that are likely to be found in the system,A,19
4,23,That way I can focus the research on this list.,A,22
4,24,Here are some of the notes I took during the research:,A,"22,23"
4,25,"When sending feedback at the contact page, it sends ""allow_attachments"" parameter, maybe there is a way to upload attachments?",A/I,25
4,26,"They are using controllers, Maybe LFI in controller inclusion? Also, search for autoload, and functions that can cause autoload, like class_exists and new $xxx",A/I,
4,27,"Also, there is a method called load_class which can load classes.",I,26
4,28,"SQL Injection? I will need to select the flag from the db, so either SQLi, file read to read the config and code execution?",A/I,28
4,29,__call functions can be interesting,I,
4,30,_get_meta_vars leads to object injection if I could somehow leak the key...,A,28
4,31,Understanding the system,A,
4,32,Starting with understanding how the controllers work might give us insights into how the system is constructed,A/I,"26,31"
4,33,How can we use controllers? How can we invoke methods? and so on..,A,26
4,34,"Eventually, after some research, it appears that there are some potentially interesting controller methods, but how do we invoke them? Simple! REST API!",A/I,"33,34"
4,35,Params can also be passed through $_GET/$_POST.,I,
4,36,"But apparently, the root index.php contain the following lines:",I,
4,37,"By default, the controller parsing is ignored and only the index method from the legacy controller ee can be called! What it contains? Let's dive in.",A/I,37
4,38,Here is a short version of the index function,,
4,39,"We can see that if REQ is equal to ""ACTION"", which means that the ACT parameter was supplied by $_GET/$_POST, then it calls generate_action function",I,
4,40,"Otherwise, it calls generate_page",I,
4,41,The more interesting method is generate_action:,I,
4,42,We can see that this function instantiate the EE_Actions class,I,
4,43,Let's see the constructor:,A,
4,44,"If the ACT parameter was supplied, the function selects the class and method from the actions table by the supplied id",I,43
4,45,Later we can see the instantiation of the selected class and execution of the method,I,
4,46,So what is our attack surface?,A,
4,47,We can focus the research on this list and start looking at each function.,A,
4,48,An interesting entry in the list is the filemanager_endpoint,I,47
4,49,"What does it do? Why we can access this method unauthenticated? This function actually calls process_request from the Filemanager class, so let's look at this function:",A/I,"48,49"
4,50,"This function does a lot! By supplying an action we can get into many flows, but let's focus now on the directory_contents flow",A/I,48
